Unnamed: 0,id,is_robot,nickname,consent,status,pollution_id,num_jugador,partida_id,num_seleccions,bots,acabat,endowment_initial,endowment_current,contributed_public_goods,winnings_public_goods,savings_public_goods,coins_total,tickets,gender,age_range,educational_level,economic_status,working_status,residence,frame_pr1,frame_pr2,frame_pr3,verification_pr1,verification_pr2,verification_pr3,verification_pr4,enquesta_final_pr1,enquesta_final_pr2,enquesta_final_pr3,enquesta_final_pr4,enquesta_final_pr5,enquesta_final_pr6,enquesta_final_pr7,enquesta_final_pr8,enquesta_final_pr9,enquesta_final_pr10,enquesta_final_pr11,date_tutorial,date_register,date_creation,date_end,comment,contributions,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,no2_level,control_wealth
198,2014,0,0295,1,END,1.0,2.0,2002.0,10,0,1,30,14,16,14,14,14.0,1,M,r1,r2,r2,r2,r1,r3,r2,r1,r2,r2,r1,,r2,r4,r3,r5,r1,r2,r2,r3,r4,r2,"Veiculos elctricos,diferentes fabricas. Que no contaminen nada
 ",2018-06-09 09:44:49.896796,2018-06-09 09:49:14.257607,2018-06-09 09:43:38.891371,2018-06-09 10:04:11.799100,,[2 4 0 4 2 4 0 0 0 0],2.0,4.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,50.31,UNEQUAL-H
199,2015,0,0288,1,END,4.0,5.0,2002.0,10,0,1,60,28,32,28,28,28.0,2,F,r4,r4,r2,r2,r4,r2,r3,r1,r2,r2,r1,,r4,r5,r1,r4,r2,r2,r3,r3,r3,r1,Fem tallers creatius per aportar propostes col.lectives.,2018-06-09 09:47:53.253814,2018-06-09 09:53:44.281713,2018-06-09 09:45:08.472900,2018-06-09 10:02:20.999479,,[4 4 4 4 4 4 4 2 2 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,44.6,UNEQUAL-H
200,2018,0,0300,1,END,11.0,2.0,2003.0,10,0,1,30,4,26,4,4,4.0,1,M,r3,r4,r3,r3,r11,r1,r3,r2,r2,r2,r1,,r3,r5,r1,r4,r4,r4,r2,r2,r3,r1,No,2018-06-09 10:04:01.104342,2018-06-09 10:08:39.401978,2018-06-09 10:02:26.848898,2018-06-09 10:18:08.279627,,[2 2 2 4 4 2 4 2 2 2],2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,46.23,UNEQUAL-H
201,2019,0,0340,1,END,9.0,6.0,2003.0,10,0,1,60,50,10,50,50,50.0,4,F,r1,r2,r1,r2,r9,r2,r2,r1,r2,r2,r1,,r3,r4,r1,r5,r2,r5,r3,r4,r3,r3,Facilitar l'acces al transport públic perque la gent deixi dagafar el cotxe,2018-06-09 10:03:59.361062,2018-06-09 10:06:20.689484,2018-06-09 10:02:50.119322,2018-06-09 10:17:22.311445,,[0 2 0 0 2 2 2 2 0 0],0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,44.17,UNEQUAL-H
202,2020,0,0303,1,END,11.0,3.0,2003.0,10,0,1,30,16,14,16,16,16.0,2,F,r1,r3,r1,r2,r11,r3,r1,r1,r2,r2,r1,,r4,r5,r2,r3,r3,r1,r1,r1,r5,r2,"Reduïr l'us de cotxes a la ciutat i promocionar l'us de la bicicleta, patinets......




",2018-06-09 10:06:34.307109,2018-06-09 10:10:05.701957,2018-06-09 10:03:04.321500,2018-06-09 10:18:26.490273,,[4 2 0 2 0 2 0 2 2 0],4.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,46.23,UNEQUAL-H
203,2021,0,0307,1,END,11.0,4.0,2003.0,10,0,1,30,6,24,6,6,6.0,1,M,r5,r4,r3,r3,r11,r3,r2,r1,r2,r2,r1,,r1,r2,r3,r4,r3,r4,r3,r4,r3,r2,"Prendre mesures contra l emissio de gassos


",2018-06-09 10:05:18.893748,2018-06-09 10:08:09.569501,2018-06-09 10:03:49.462151,2018-06-09 10:18:43.527676,,[2 4 2 4 4 4 0 4 0 0],2.0,4.0,2.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,46.23,UNEQUAL-H
204,2022,0,0296,1,END,11.0,5.0,2003.0,10,0,1,60,34,26,34,34,34.0,3,M,r3,r4,r3,r3,r11,r2,r3,r2,r2,r2,r1,,r1,r5,r1,r4,r2,r4,r1,r3,r3,r1,Verificar a emissao de produtos das fabricas,2018-06-09 10:07:21.582114,2018-06-09 10:10:39.989536,2018-06-09 10:04:44.618442,2018-06-09 10:19:11.352385,,[4 2 4 4 2 4 2 4 0 0],4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,46.23,UNEQUAL-H
205,2023,0,0332,1,END,3.0,1.0,2003.0,9,1,1,30,8,22,8,8,8.0,1,M,r4,r4,r3,r3,r3,r1,r3,r1,r2,r2,r1,,r1,r4,r3,r5,r4,r2,r1,r3,r3,r2,"Okupar un pueblo deshabitado
",2018-06-09 10:06:14.304392,2018-06-09 10:06:44.145663,2018-06-09 10:05:41.265665,2018-06-09 10:16:50.523129,,[2 4 2 4 2 2 4 2 0 0],2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,46.89,UNEQUAL-H
206,2024,0,0216,1,END,8.0,5.0,2004.0,10,0,1,48,18,30,18,18,18.0,2,M,r5,r2,r2,r3,r8,r3,r1,r1,r2,r2,r1,,r4,r5,r1,r5,r1,r5,r3,r3,r5,r2,"Jo crec que tenim que anar mes en transports publics sobtenibles i el ajuntament fero puslble amb preus mes a la mida del ciutada treballador i estudiants
",2018-06-09 10:21:14.740080,2018-06-09 10:25:57.173350,2018-06-09 10:18:04.839563,2018-06-09 10:40:28.778932,,[4 2 4 4 2 2 4 4 0 4],4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,40.88,UNEQUAL-L
207,2025,0,0224,1,END,11.0,1.0,2004.0,10,0,1,24,0,24,0,0,0.0,1,F,r2,r4,r2,r2,r11,r3,r3,r1,r2,r2,r1,,r4,r5,r1,r2,r2,r2,r1,r2,r3,r3,"No
",2018-06-09 10:21:25.482070,2018-06-09 10:24:54.864221,2018-06-09 10:19:35.483493,2018-06-09 10:36:31.764674,,[4 2 4 4 2 0 0 2 2 4],4.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,46.23,UNEQUAL-L
208,2026,0,0308,1,END,10.0,6.0,2004.0,10,0,1,48,22,26,22,22,22.0,2,M,r3,r4,r5,r3,r10,r1,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r3,r2,r2,r3,r3,r3,Fer mes  controls de la qualitat del aire e intentar millorar la qualitat del aire de la ciutat fent mes us del transport public i utilitzar menys el transport privat,2018-06-09 10:24:57.556507,2018-06-09 10:26:51.420939,2018-06-09 10:20:29.908083,2018-06-09 10:39:52.962615,,[2 4 2 2 4 4 4 2 0 2],2.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,39.05,UNEQUAL-L
209,2027,0,316,1,END,11.0,2.0,2004.0,10,0,1,24,8,16,8,8,8.0,1,F,r3,r4,r2,r3,r11,r3,r2,r1,r2,r2,r1,,r4,r3,r1,r3,r3,r5,r3,r1,r5,r1,"No
",2018-06-09 10:22:29.343236,2018-06-09 10:23:58.467079,2018-06-09 10:20:39.268794,2018-06-09 10:37:20.793907,,[0 2 2 4 0 2 4 0 0 2],0.0,2.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,46.23,UNEQUAL-L
210,2028,0,0312,1,END,6.0,4.0,2004.0,10,0,1,48,20,28,20,20,20.0,2,M,r4,r4,r3,r3,r6,r2,r3,r1,r2,r2,r1,,r4,r5,r1,r4,r4,r2,r3,r3,r2,r3,"No een tenimj
",2018-06-09 10:22:50.662237,2018-06-09 10:25:15.055489,2018-06-09 10:21:16.203241,2018-06-09 10:38:52.314495,,[2 4 4 2 4 4 2 0 4 2],2.0,4.0,4.0,2.0,4.0,4.0,2.0,0.0,4.0,2.0,43.8,UNEQUAL-L
211,2029,0,432,1,END,11.0,3.0,2004.0,10,0,1,48,12,36,12,12,12.0,1,M,r1,r2,r1,r2,r11,r3,r3,r1,r2,r2,r1,,r2,r5,r1,r5,r3,r5,r2,r1,r5,r3,"No fumar y menos coches
",2018-06-09 10:30:13.476156,2018-06-09 10:30:23.418934,2018-06-09 10:28:45.178734,2018-06-09 10:39:02.502194,,[2 4 2 4 4 4 4 4 4 4],2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,46.23,UNEQUAL-L
212,2030,0,0440,1,END,11.0,2.0,2005.0,10,0,1,30,20,10,20,20,20.0,2,M,r1,r3,r1,r2,r11,r2,r1,r1,r2,r2,r1,,r4,r4,r1,r4,r2,r4,r3,r3,r3,r3,Investigar sobre el transport aeri.,2018-06-09 10:41:12.857661,2018-06-09 10:46:03.793330,2018-06-09 10:39:49.557626,2018-06-09 10:54:05.901907,,[0 2 4 0 0 2 0 2 0 0],0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,46.23,UNEQUAL-H
213,2031,0,0436,1,END,11.0,3.0,2005.0,10,0,1,30,8,22,8,8,8.0,1,F,r5,r4,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r2,r3,r5,r3,r1,Ments cotxes,2018-06-09 10:41:53.827961,2018-06-09 10:46:10.670424,2018-06-09 10:40:17.263863,2018-06-09 10:55:04.597354,,[2 4 4 0 4 2 4 2 0 0],2.0,4.0,4.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,46.23,UNEQUAL-H
214,2032,0,0324,1,END,11.0,4.0,2005.0,10,0,1,30,8,22,8,8,8.0,1,F,r4,r4,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r4,r4,r1,r1,r1,r5,r2,r4,r3,r2,Cotxes elèctrics,2018-06-09 10:41:31.073696,2018-06-09 10:44:54.247340,2018-06-09 10:40:19.956457,2018-06-09 10:55:53.593896,,[4 4 2 4 4 0 2 2 0 0],4.0,4.0,2.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,46.23,UNEQUAL-H
215,2033,0,0236,1,END,3.0,1.0,2005.0,10,0,1,30,16,14,16,16,16.0,2,F,r4,r4,r2,r3,r3,r1,r2,r1,r2,r2,r1,,r4,r4,r2,r4,r2,r2,r1,r3,r2,r2,Moltes més zones verdes,2018-06-09 10:42:16.222649,2018-06-09 10:45:14.428837,2018-06-09 10:40:45.153751,2018-06-09 10:53:09.895720,,[4 0 2 0 4 0 2 2 0 0],4.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,46.89,UNEQUAL-H
216,2034,0,0240,1,END,7.0,6.0,2005.0,10,0,1,60,30,30,30,30,30.0,3,M,r1,r3,r1,r2,r7,r1,r2,r1,r2,r2,r1,,r3,r5,r1,r5,r1,r5,r2,r4,r4,r1,"No en tinc

",2018-06-09 10:42:43.129262,2018-06-09 10:44:49.700966,2018-06-09 10:41:42.464119,2018-06-09 10:53:39.082325,,[4 4 4 4 4 4 4 2 0 0],4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,39.53,UNEQUAL-H
217,2035,0,0428,1,END,11.0,5.0,2005.0,10,0,1,60,32,28,32,32,32.0,3,M,r1,r2,r1,r2,r11,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r4,r2,r5,r3,r3,r3,r3,"Millorar la red i frequencia del transport public, que el transporc public sigui respectuos medi ambient",2018-06-09 10:44:33.122679,2018-06-09 10:47:10.900405,2018-06-09 10:42:30.727422,2018-06-09 10:53:52.500947,,[4 2 4 4 4 2 2 4 2 0],4.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,0.0,46.23,UNEQUAL-H
218,2036,0,0256,1,END,11.0,2.0,2006.0,10,0,1,24,8,16,8,8,8.0,1,F,r3,r4,r3,r4,r11,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r1,r2,r1,r3,r3,r4,Regular l'ús del cotxe privat a la ciutat.,2018-06-09 10:57:13.424657,2018-06-09 10:59:18.557593,2018-06-09 10:55:30.931328,2018-06-09 11:12:08.621534,,[4 2 2 0 0 4 2 2 0 0],4.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,46.23,UNEQUAL-L
219,2038,0,0420,1,END,8.0,6.0,2006.0,10,0,1,48,20,28,20,20,20.0,2,F,r4,r4,r3,r2,r8,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r1,r5,r2,r4,r3,r2,"Millorar el transport públic i treure cotxes i motos que no siguin electrics
Ajusts per la compra d automobils electrics",2018-06-09 10:59:47.801661,2018-06-09 11:02:51.697235,2018-06-09 10:56:44.969302,2018-06-09 11:12:37.854461,,[2 4 4 4 2 4 4 4 0 0],2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,0.0,0.0,40.88,UNEQUAL-L
220,2039,0,0248,1,END,6.0,4.0,2006.0,10,0,1,48,28,20,28,28,28.0,2,F,r4,r4,r3,r3,r6,r2,r1,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r5,r3,r3,r3,r3,Transport public menys contaminant,2018-06-09 10:58:12.522302,2018-06-09 11:01:57.042723,2018-06-09 10:57:23.162253,2018-06-09 11:11:18.451635,,[2 4 2 2 2 2 2 4 0 0],2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0,43.8,UNEQUAL-L
221,2040,0,0252,1,END,6.0,5.0,2006.0,10,0,1,48,26,22,26,26,26.0,2,F,r1,r3,r5,r2,r6,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r3,r2,r4,r3,r2,r3,r2,"Utilitzar més el transport públic.
",2018-06-09 10:58:30.610742,2018-06-09 11:01:55.864812,2018-06-09 10:57:26.110725,2018-06-09 11:11:55.036435,,[2 4 0 2 4 0 4 4 0 2],2.0,4.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,2.0,43.8,UNEQUAL-L
222,2041,0,0416,1,END,11.0,3.0,2006.0,10,0,1,48,34,14,34,34,34.0,3,M,r5,r4,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r3,r1,r1,r5,r5,r5,r3,r5,r5,r1,"Anar amb bici sempre
",2018-06-09 10:58:53.915083,2018-06-09 11:01:40.699861,2018-06-09 10:57:30.885488,2018-06-09 11:10:56.358218,,[4 0 2 4 4 0 0 0 0 0],4.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-L
223,2042,0,0412,1,END,1.0,1.0,2006.0,10,0,1,24,0,24,0,0,0.0,1,F,r1,r2,r1,r2,r1,r1,r3,r1,r2,r2,r1,,r2,r5,r3,r5,r2,r1,r3,r3,r3,r3,"No
",2018-06-09 11:02:52.119424,2018-06-09 11:05:01.950928,2018-06-09 11:01:45.614678,2018-06-09 11:10:58.180729,,[2 4 2 4 0 2 4 2 4 0],2.0,4.0,2.0,4.0,0.0,2.0,4.0,2.0,4.0,0.0,50.31,UNEQUAL-L
224,2043,0,0404,1,END,10.0,6.0,2007.0,10,0,1,60,30,30,30,30,30.0,3,F,r4,r4,r2,r3,r10,r1,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r2,r5,r3,r3,r3,r1,  .,2018-06-09 11:15:09.470990,2018-06-09 11:19:42.510856,2018-06-09 11:14:08.125743,2018-06-09 11:27:18.930387,,[4 4 4 2 4 4 0 4 2 2],4.0,4.0,4.0,2.0,4.0,4.0,0.0,4.0,2.0,2.0,39.05,UNEQUAL-H
225,2044,0,0400,1,END,2.0,1.0,2007.0,10,0,1,30,0,30,0,0,0.0,1,M,r4,r4,r3,r3,r2,r2,r2,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r2,r3,r2,r3,r2,"No
",2018-06-09 11:15:11.791777,2018-06-09 11:18:31.086354,2018-06-09 11:14:14.027882,2018-06-09 11:27:14.646791,,[4 4 4 2 4 4 4 4 0 0],4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,0.0,0.0,52.38,UNEQUAL-H
226,2045,0,0460,1,END,2.0,2.0,2007.0,10,0,1,30,8,22,8,8,8.0,1,F,r2,r4,r1,r2,r2,r1,r2,r1,r2,r2,r1,,r4,r4,r2,r5,r3,r4,r3,r1,r3,r1,Mantener el sistema del Bicing y potenciar el uso de vehículos eléctricos,2018-06-09 11:16:16.358198,2018-06-09 11:18:59.840341,2018-06-09 11:14:17.900361,2018-06-09 11:28:12.967582,,[2 4 2 4 2 4 0 2 2 0],2.0,4.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,52.38,UNEQUAL-H
227,2046,0,0408,1,END,9.0,4.0,2007.0,10,0,1,30,0,30,0,0,0.0,1,M,r1,r2,r1,r2,r9,r2,r3,r1,r2,r2,r1,,r2,r5,r2,r5,r5,r5,r2,r4,r3,r3,Ninguna,2018-06-09 11:15:39.193080,2018-06-09 11:18:18.557198,2018-06-09 11:14:21.277735,2018-06-09 11:27:27.443802,,[4 4 4 2 2 4 4 4 2 0],4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,44.17,UNEQUAL-H
228,2047,0,0396,1,END,9.0,5.0,2007.0,10,0,1,60,30,30,30,30,30.0,3,M,r5,r4,r3,r3,r9,r2,r3,r1,r2,r2,r1,,r1,r4,r1,r5,r2,r5,r3,r3,r3,r4,"Transport public mes asequible
Cultura de la bici a les escoles",2018-06-09 11:16:42.671761,2018-06-09 11:19:50.282984,2018-06-09 11:15:15.923319,2018-06-09 11:28:05.999142,,[4 4 4 4 4 2 2 0 2 4],4.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,2.0,4.0,44.17,UNEQUAL-H
229,2048,0,0456,1,END,3.0,3.0,2007.0,10,0,1,30,4,26,4,4,4.0,1,F,r4,r4,r4,r3,r3,r1,r3,r1,r2,r2,r1,,r3,r5,r1,r4,r3,r4,r2,r3,r4,r3,No,2018-06-09 11:16:22.186405,2018-06-09 11:21:40.522126,2018-06-09 11:15:29.190020,2018-06-09 11:27:48.167221,,[2 4 4 2 2 4 2 2 0 4],2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,4.0,46.89,UNEQUAL-H
230,2050,0,Monokuma,1,END,11.0,5.0,2008.0,10,0,1,60,40,20,0,40,0.0,1,F,r1,r3,r3,r2,r11,r2,r2,r1,r2,r2,r1,,r4,r3,r1,r4,r3,r5,r2,r2,r3,r2,No ho se,2018-06-09 11:30:18.968549,2018-06-09 11:34:27.319736,2018-06-09 11:29:08.032976,2018-06-09 11:45:52.201312,,[2 2 0 2 4 0 2 4 4 0],2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,46.23,UNEQUAL-H
231,2051,0,0384,1,END,2.0,1.0,2008.0,10,0,1,30,18,12,0,18,0.0,1,M,r4,r4,r3,r3,r2,r2,r3,r1,r2,r2,r1,,r4,r4,r1,r5,r3,r5,r3,r3,r4,r1,No,2018-06-09 11:31:24.661767,2018-06-09 11:34:38.023782,2018-06-09 11:29:44.009327,2018-06-09 11:44:16.492234,,[2 0 4 4 0 0 2 0 0 0],2.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,52.38,UNEQUAL-H
232,2052,0,0392,1,END,2.0,2.0,2008.0,10,0,1,30,4,26,0,4,0.0,1,M,r1,r2,r3,r2,r2,r1,r3,r1,r2,r2,r1,,r3,r4,r3,r5,r2,r4,r3,r3,r3,r3,"Reducir el trafico de coches en la cuidad

",2018-06-09 11:31:18.596736,2018-06-09 11:34:15.176553,2018-06-09 11:30:03.530899,2018-06-09 11:44:13.127770,,[2 0 4 4 4 4 2 4 2 0],2.0,0.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,0.0,52.38,UNEQUAL-H
233,2053,0,0388,1,END,2.0,3.0,2008.0,10,0,1,30,20,10,0,20,0.0,1,F,r4,r4,r5,r3,r2,r2,r2,r1,r2,r2,r1,,r4,r3,r1,r3,r3,r1,r2,r2,r4,r2,Enseñaza en los colegios sobre el medioambiente ,2018-06-09 11:31:08.377085,2018-06-09 11:36:58.263231,2018-06-09 11:30:06.727859,2018-06-09 11:43:46.439539,,[0 2 2 0 4 0 0 2 0 0],0.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,52.38,UNEQUAL-H
234,2054,0,0380,1,END,2.0,4.0,2008.0,10,0,1,30,10,20,0,10,0.0,1,F,r1,r3,r1,r2,r2,r1,r2,r1,r2,r2,r1,,r1,r5,r1,r2,r2,r4,r2,r2,r3,r1,"Concienciar als ciutadans de la important existencia daquest problema, aixo seria el primer que shauria de fer",2018-06-09 11:33:35.179144,2018-06-09 11:37:47.572397,2018-06-09 11:30:10.585819,2018-06-09 11:46:39.420456,,[2 2 0 2 4 0 2 4 4 0],2.0,2.0,0.0,2.0,4.0,0.0,2.0,4.0,4.0,0.0,52.38,UNEQUAL-H
235,2055,0,0376,1,END,9.0,6.0,2008.0,10,0,1,60,30,30,0,30,0.0,1,F,r5,r4,r3,r3,r9,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r4,r2,r5,r3,r3,r3,r2,"Promociransport public fentlo mes fposar el transport public més barat

",2018-06-09 11:33:05.479301,2018-06-09 11:36:33.068301,2018-06-09 11:30:40.245012,2018-06-09 11:47:47.198966,,[4 4 4 4 2 4 2 4 2 0],4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,0.0,44.17,UNEQUAL-H
236,2056,0,0480,1,END,11.0,3.0,2009.0,10,0,1,30,20,10,20,20,20.0,2,M,r4,r4,r3,r4,r11,r3,r3,r1,r2,r2,r1,,r4,r5,r1,r5,r2,r5,r3,r3,r3,r3,"Reduir el transport privat. Unir els trambaix i el trambesos.
",2018-06-09 11:47:56.121525,2018-06-09 11:49:59.529782,2018-06-09 11:46:37.467840,2018-06-09 12:00:31.984496,,[2 2 2 2 0 0 2 0 0 0],2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,46.23,UNEQUAL-H
237,2057,0,0476,1,END,11.0,4.0,2009.0,10,0,1,30,2,28,2,2,2.0,1,F,r4,r4,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r4,r5,r1,r4,r2,r5,r3,r3,r3,r3,"Que circulin menys cotxes
",2018-06-09 11:48:11.760924,2018-06-09 11:50:24.821848,2018-06-09 11:46:57.373519,2018-06-09 12:01:21.226922,,[4 4 4 4 2 4 2 2 2 0],4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,46.23,UNEQUAL-H
238,2058,0,0472,1,END,11.0,5.0,2009.0,10,0,1,60,44,16,44,44,44.0,3,F,r3,r3,r3,r2,r11,r2,r3,r1,r2,r2,r1,,r3,r4,r2,r5,r3,r4,r1,r4,r3,r2,"No.
",2018-06-09 11:49:18.636598,2018-06-09 11:51:04.880611,2018-06-09 11:47:20.992767,2018-06-09 12:00:15.237025,,[4 2 4 0 4 2 0 0 0 0],4.0,2.0,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-H
239,2059,0,0328,1,END,6.0,6.0,2009.0,10,0,1,60,34,26,34,34,34.0,3,F,r2,r4,r2,r3,r6,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r4,r2,r2,r3,r3,r3,r1,"Mes transport public

",2018-06-09 11:49:29.882772,2018-06-09 11:51:17.144910,2018-06-09 11:48:53.046557,2018-06-09 11:59:11.525891,,[2 4 4 4 2 2 4 2 2 0],2.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,43.8,UNEQUAL-H
240,2060,0,PARTICIPANT0372,1,END,2.0,1.0,2009.0,10,0,1,30,16,14,16,16,16.0,2,F,r2,r4,r3,r3,r2,r2,r2,r1,r2,r2,r1,,r2,r1,r1,r5,r2,r1,r3,r3,r3,r1,No,2018-06-09 11:49:58.093286,2018-06-09 11:51:27.769233,2018-06-09 11:49:13.798265,2018-06-09 11:58:54.069057,,[2 0 4 2 0 4 0 0 2 0],2.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,52.38,UNEQUAL-H
241,2061,0,0368,1,END,1.0,2.0,2009.0,10,0,1,30,0,30,0,0,0.0,1,M,r1,r4,r3,r3,r1,r1,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r4,r4,r2,r3,r5,r5,Una setmana sense cotxes,2018-06-09 11:52:31.267719,2018-06-09 11:54:37.632256,2018-06-09 11:51:15.366934,2018-06-09 12:02:12.505685,,[4 2 4 0 4 2 4 4 4 2],4.0,2.0,4.0,0.0,4.0,2.0,4.0,4.0,4.0,2.0,50.31,UNEQUAL-H
242,2062,0,0592,1,END,11.0,3.0,2010.0,10,0,1,30,16,14,16,16,16.0,2,F,r4,r4,r3,r3,r11,r2,r3,r1,r2,r2,r1,,r4,r4,r2,r3,r3,r4,r2,r5,r3,r2,Uns dies sense cotxe,2018-06-09 12:06:54.711947,2018-06-09 12:11:19.790588,2018-06-09 12:04:16.704100,2018-06-09 12:20:18.789890,,[2 2 0 4 4 2 0 0 0 0],2.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,46.23,UNEQUAL-H
243,2063,0,0648,1,END,11.0,4.0,2010.0,10,0,1,30,6,24,6,6,6.0,1,F,r3,r4,r3,r4,r11,r1,r3,r1,r2,r2,r1,,r3,r1,r1,r5,r2,r5,r1,r4,r3,r3,"Facilitats pels cotxes el
Lectrics i ajuts de compra. Coost mes reduit del transport public. Coordinacio amb ajuntaments de la zona per fer accions colectives.",2018-06-09 12:05:26.285892,2018-06-09 12:08:15.275619,2018-06-09 12:04:32.429906,2018-06-09 12:18:42.669790,,[2 4 4 4 4 4 2 0 0 0],2.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,46.23,UNEQUAL-H
244,2064,0,0652,1,END,11.0,5.0,2010.0,10,0,1,60,26,34,26,26,26.0,2,M,r3,r4,r3,r3,r11,r2,r3,r2,r2,r2,r1,,r3,r4,r1,r5,r2,r2,r3,r2,r3,r1,Cap,2018-06-09 12:05:38.139729,2018-06-09 12:09:12.767922,2018-06-09 12:04:34.112108,2018-06-09 12:17:30.247548,,[2 4 4 4 4 4 4 4 4 0],2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,46.23,UNEQUAL-H
245,2065,0,0564,1,END,1.0,1.0,2010.0,10,0,1,30,10,20,10,10,10.0,1,M,r1,r3,r1,r1,r1,r2,r3,r1,r2,r2,r1,,r3,r4,r1,r5,r1,r4,r3,r4,r3,r3,"Fer complir les normatives,per començar i després millorar la informació

",2018-06-09 12:08:52.736304,2018-06-09 12:12:11.425614,2018-06-09 12:06:28.093574,2018-06-09 12:20:06.402823,,[2 2 4 2 4 4 2 0 0 0],2.0,2.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,50.31,UNEQUAL-H
246,2066,0,0568,1,END,1.0,2.0,2010.0,10,0,1,30,12,18,12,12,12.0,1,F,r5,r4,r2,r3,r1,r2,r3,r1,r2,r2,r1,,r3,r5,r1,r5,r2,r2,r2,r4,r3,r3,"Reducir coches,
Reducir aires acondicionados, adaptando el nivel de ruidos y los horarios

",2018-06-09 12:07:46.668155,2018-06-09 12:10:05.388714,2018-06-09 12:06:30.403892,2018-06-09 12:18:58.470060,,[2 4 2 4 2 2 0 0 2 0],2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,2.0,0.0,50.31,UNEQUAL-H
